iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;fieldRequestSwooshed;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;class
260;9;90;1;26;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;yes;logical;0;1;0;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;4;AVP-wise-concrete;0;Inform;0;hor6;hor6;greek;;;worst_simulation
260;10;90;1;26;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;cheap;price;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;4;AVP-wise-concrete;0;Inform;0;hor6;hor6;greek;;;worst_simulation
260;11;90;1;26;Sie möchten also in der unteren Preisklasse essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;9;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;cheap ;;4;AVP-wise-concrete;0;Accept;0;hor6;hor6;greek;prx1;;worst_simulation
260;12;90;1;26;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Arthemis                 Wasserstr. 149  } {Attika                   Massenbergstr. 1} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;27;0;;;;;;;;;;;;; 101 103;0;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;cheap ;;4;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;prx1;;worst_simulation
261;1;70;1;27;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;expensive midday centre;price time localization;open;1;46;3;;;0;3;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;3;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
261;2;70;1;27;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;price;field;open;1;33;1;price;field;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;hor;;;;worst_simulation
261;3;70;1;27;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;expensive;price;choice;1;12;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Inform;0;;hor;;;;worst_simulation
261;4;70;1;27;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;time;field;open;1;33;1;time;field;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;5;AVP-wise-concrete;0;Provide;0;hor;hor;;;;worst_simulation
261;5;70;1;27;Sie können zwischen den folgenden Möglichkeiten wählen: Mittagessen, Abendessen oder keine Präferenz.;;IndicateValue;time;midday;time;choice;1;12;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;;;;worst_simulation
261;6;70;1;27;Sie möchten also mittags essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;;;;5;AVP-wise-concrete;0;Accept;0;hor;hor;;;;worst_simulation
261;7;70;1;27;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;;Request;foodtype;chinese;foodtype;closed;1;10;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;;;;6;AVP-wise-concrete;0;Inform;0;hor;hor;;;;worst_simulation
261;8;70;1;27;Sie möchten also chinesisch essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;6;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;;;worst_simulation
261;9;70;1;27;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;neutral;date;closed;0;8;1;friday;date;0;0;1;0;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;7;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
261;10;70;1;27;Sie möchten also Freitag essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;friday ;chinese ;;;7;AVP-wise-concrete;0;Accept;0;;;chinese;;;worst_simulation
261;11;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;friday ;chinese ;;;7;AVP-wise-concrete;0;Inform;0;;;chinese;;;worst_simulation
261;12;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;friday ;chinese ;;;7;AVP-wise-concrete;0;Inform;0;;hor;chinese;;;worst_simulation
261;13;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;friday ;chinese ;;;7;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
261;14;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;;;closed;0;7;0;;;;;;;;;;;;;;0;midday;neutral;chinese;expensive;centre;midday ;friday ;chinese ;;;7;AVP-wise-concrete;0;HangUp;0;hor;hor;chinese;;;worst_simulation
262;1;70;1;27;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;expensive centre midday chinese;price localization time foodtype;open;1;41;4;expensive,centre,midday;price,localization,time;3;1;0;0;0;1;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
262;2;70;1;27;Sie möchten also mittags in der Innenstadt in der oberen Preisklasse essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;13;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;;expensive ;centre ;4;AVP-wise-concrete;0;Accept;0;hor02;hor;;prx5;centre;worst_simulation
262;3;70;1;27;Hier ist das passende Restaurant auf Ihre Anfrage.  {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;25;0;;;;;;;;;;;;;95;0;midday;neutral;chinese;expensive;centre;midday ;;;expensive ;centre ;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;;prx5;centre;worst_simulation
263;1;70;1;27;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;centre chinese midday expensive;localization foodtype time price;open;1;41;4;chinese,repeat,midday,expensive;foodtype,action,time,price;3;1;0;1;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
263;2;70;1;27;Sie können eine Anfrage durchführen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, nach dem ungefähren Ort des Restaurants oder nach seinen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;localization;field;open;1;32;1;;;0;1;0;0;0;0;1;0;;;;1;midday;neutral;chinese;expensive;centre;midday ;;chinese ;expensive ;;5;AVP-wise-concrete;0;Provide;0;hor02;;chinese;prx5;;worst_simulation
263;3;70;1;27;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;expensive ;;5;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;;worst_simulation
263;4;70;1;27;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;expensive ;;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx5;;worst_simulation
264;1;70;1;27;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;price;field;open;1;41;1;price,lamb;field,foodtype;1;0;0;1;0;0;0;1;;;;1;midday;neutral;chinese;expensive;centre;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
264;2;70;1;27;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;expensive;price;choice;1;12;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;;;lamb ;;;2;AVP-wise-concrete;0;Inform;0;;;lamb;;;worst_simulation
264;3;70;1;27;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Bosporus Stiepeler Str. 134} {Goldenes Horn Kortumstr. 20a} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 156 158;0;midday;neutral;chinese;expensive;centre;;;lamb ;;;2;AVP-wise-concrete;0;EMPTY;0;hor;hor;lamb;;;worst_simulation
265;1;70;1;27;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;price;field;open;1;41;1;price;field;1;0;0;0;1;0;0;0;;;;1;midday;neutral;chinese;expensive;centre;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
265;2;70;1;27;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;expensive;price;choice;1;12;1;expensive;price;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
265;3;70;1;27;Sie möchten also in der oberen Preisklasse essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;9;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;expensive ;;2;AVP-wise-concrete;0;Accept;0;;hor;;prx5;;worst_simulation
265;4;70;1;27;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;29;0;;;;;;;;;;;;; 8 95;0;midday;neutral;chinese;expensive;centre;;;;expensive ;;2;AVP-wise-concrete;0;EMPTY;0;hor;hor;;prx5;;worst_simulation
266;1;70;1;27;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;foodtype;field;open;1;41;1;;;0;1;0;0;0;0;1;0;;;;1;midday;neutral;chinese;expensive;centre;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
266;2;70;1;27;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;IndicateValue;field;foodtype;field;open;1;33;1;foodtype;field;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;1;AVP-wise-concrete;0;Provide;0;;hor;;;;worst_simulation
266;3;70;1;27;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;chinese;foodtype;choice;1;16;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;2;AVP-wise-concrete;0;Inform;0;;hor;;;;worst_simulation
266;4;70;1;27;Sie möchten also chinesisch essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;;2;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;;;worst_simulation
266;5;70;1;27;Wiederholen Sie bitte die Art der Küche.;;RepetitionRequest;foodtype;chinese;foodtype;closed;0;7;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;;;;2;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
266;6;70;1;27;Sie möchten also chinesisch essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;;2;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;;;worst_simulation
266;7;70;1;27;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
266;8;70;1;27;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
266;9;70;1;27;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
266;10;70;1;27;Sie möchten also mittags essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;3;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;;;worst_simulation
266;11;70;1;27;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;neutral;date;closed;0;8;1;tuesday;date;0;0;1;0;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
266;12;70;1;27;Sie möchten also Dienstag essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;tuesday ;chinese ;;;4;AVP-wise-concrete;0;Accept;0;;;chinese;;;worst_simulation
266;13;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;tuesday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;;;chinese;;;worst_simulation
266;14;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;tuesday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;;hor;chinese;;;worst_simulation
266;15;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;expensive;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;tuesday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
266;16;70;1;27;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;;;closed;0;7;0;;;;;;;;;;;;;;0;midday;neutral;chinese;expensive;centre;midday ;tuesday ;chinese ;;;5;AVP-wise-concrete;0;HangUp;0;hor;hor;chinese;;;worst_simulation
267;1;70;1;27;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;expensive centre chinese midday;price localization foodtype time;open;1;41;4;centre,changequery,chinese,repeat;localization,action,foodtype,action;2;2;0;2;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
267;2;70;1;27;Sie können eine Anfrage durchführen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, nach dem ungefähren Ort des Restaurants oder nach seinen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;expensive chinese;price foodtype;open;1;32;2;linden;localization;0;2;0;1;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;centre ;4;AVP-wise-concrete;0;Provide;0;;;chinese;;centre;worst_simulation
267;3;70;1;27;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;;RepetitionRequest;localization;centre;localization;closed;0;9;1;centre;localization;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;linden centre ;4;AVP-wise-concrete;0;Inform;0;;;chinese;;linden;worst_simulation
267;4;70;1;27;Sie möchten also in der Innenstadt essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;8;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;centre linden ;4;AVP-wise-concrete;0;Accept;0;;hor;chinese;;centre;worst_simulation
267;5;70;1;27;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;;;chinese ;;centre ;4;AVP-wise-concrete;0;Inform;0;;hor;chinese;;centre;worst_simulation
267;6;70;1;27;Sie möchten also mittags essen gehen?;;ExplicitConfirmation;logical;yes;logical;closed;0;6;1;yes;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;centre ;4;AVP-wise-concrete;0;Accept;0;hor;hor;chinese;;centre;worst_simulation
267;7;70;1;27;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;neutral;date;closed;0;8;1;neutral,poultry;date,foodtype;1;0;0;1;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;centre;worst_simulation
267;8;70;1;27;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;;RepetitionRequest;foodtype;chinese;foodtype;closed;0;9;1;chinese,foodtype,linden;foodtype,field,localization;1;0;0;2;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;midday ;neutral ;poultry chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor;;poultry;;centre;worst_simulation
267;9;70;1;27;Wiederholen Sie bitte den Ort des Restaurants.;;RepetitionRequest;localization;centre;localization;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;neutral ;chinese poultry ;;linden centre ;5;AVP-wise-concrete;0;Inform;0;hor;;chinese;;linden;worst_simulation
267;10;70;1;27;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;neutral,no;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;midday ;neutral ;chinese ;;centre linden ;5;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;;linden;worst_simulation
267;11;70;1;27;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;neutral;chinese;expensive;centre;midday ;neutral ;neutral chinese ;;centre linden ;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;;linden;worst_simulation
268;1;70;1;27;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;centre chinese expensive midday;localization foodtype price time;open;1;41;4;centre,foodtype,expensive,midday;localization,field,price,time;3;1;0;1;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
268;2;70;1;27;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;chinese;foodtype;choice;1;16;1;chinese,repeat;foodtype,action;1;0;0;1;0;0;0;1;;;;0;midday;neutral;chinese;expensive;centre;midday ;;;expensive ;centre ;4;AVP-wise-concrete;0;Inform;0;hor02;;;prx5;centre;worst_simulation
268;3;70;1;27;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;chinese;foodtype;choice;1;16;1;;;0;1;0;0;0;0;1;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;expensive ;centre ;4;AVP-wise-concrete;0;Inform;0;hor02;;chinese;prx5;centre;worst_simulation
268;4;70;1;27;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;;OfferModification;logical;no;logical;choice;0;13;1;no;logical;1;0;0;0;1;0;0;0;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;expensive ;centre ;4;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;prx5;centre;worst_simulation
268;5;70;1;27;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;neutral;chinese;expensive;centre;midday ;;chinese ;expensive ;centre ;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx5;centre;worst_simulation
